ID,TAG,NAME,E_NAME,SYM,COL,CAMP,NUM,RACE1,RACE2,SEX,CLASS,PATRON,CHARA,RELM1,RELM2,LEV,RARE,SPELL,EXP,N_EXP,N_MIN,AGE,SC,WEALTH,FATHER,MOTHER,DV,SP,VIS,AC,EV,VO,ALERT,STR,INT,WIS,DEX,CON,CHA,BONUS,M_HB,M_HM,M_WB,M_WM,F_HB,F_HM,F_WB,F_WM,HAND,RING,AMULET,BODY,OUTER,HEAD,ARMS,FEET,TAIL,SP_MELEE,BATTLE,UNDERLING,ARTIFACT,FLAG,AUTHORITY,DESCRIPTION,E_DESCRIPTION,COMMENT,,,,
734,734,迷路の神『アイホート』,"Eihort, the Thing in the Labyrinth",j,R,0,-1,GREAT_OLD_ONE,GREAT_OLD_ONE,0x00,NONE,NONE,ORDINARY,NONE,NONE,53,3,50,25000,0,0,0,0,200,NONE,NONE,8,10,50,90,0,0,10,23,23,23,23,23,23,5,1000,30,240000,3,1000,30,240000,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:PARALYZE:8d1
CRUSH:HURT:10d10
CRUSH:HURT:10d10
CRUSH:HURT:10d10",,,UNIQUE|CAN_SPEAK|REGENERATE|FORCE_SLEEP|ELDRITCH_HORROR|SMART|OPEN_DOOR|BASH_DOOR|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE|S_UNDEAD|S_DEMON|S_MONSTER|BLINK|BA_ACID|FORGET,,"青白いぶよぶよとした楕円形の胴体に、骨張った無数の脚が生えている外見を持つ。
地下のトンネル網に住んでおり、迷い込んできた犠牲者を追いつめて契約を迫る。
契約を受け入れると、犠牲者は体内にアイホートの雛を植え付けられる。
雛を植え付けられた犠牲者は恐ろしい悪夢にさいなまれるようになり、
最終的には狂気の映像に絶えられなくなって犠牲者の脳は破壊され、
成長した雛が犠牲者の皮膚を食い破ってどこかに逃げていく。
結局のところ、アイホートの契約を受け入れようと受け入れまいと、
犠牲者を待っているのは破滅だけなのである。
アイホートの雛は小さな蛆虫のようで、簡単に殺すことが出来るが、
組織的にこれを破壊するような行為を行えば、
間違いなくアイホートの怒りを買うことになるだろう。
雛は犠牲者の腹を食い破った後は、親が来るまで隠れており、
アイホートと接触すると小型のアイホートに変身して親に仕えるようになる。
（キャンベル「嵐前」）","""Then came pale movement in the well, and something clambered 
up from the dark, a bloated blanched oval supported on myriad 
fleshless legs. Eyes formed in the gelatinous oval and stared 
at him.""













（）","JZ#
JZ#ラムジー・キャンベルの未訳作品の内容を紹介している「湖の隣人の小屋」
JZ#(http:

www.geocities.co.jp
Playtown-Denei
8832
)では、
JZ#　迷路の神アイホート
JZ#と訳されていました。 by 久留さん
JZ#解説は NeSYS さん",,,,
735,735,『黄衣の王』,The King in Yellow,L,y,0,-1,GREAT_OLD_ONE,GREAT_OLD_ONE,0x00,NONE,NONE,ORDINARY,NONE,NONE,53,3,50,30000,0,0,0,0,200,NONE,NONE,13,10,90,100,0,0,10,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CRUSH:HURT:12d12
CRUSH:HURT:12d12
GAZE:LOSE_WIS:5d10
GAZE:TERRIFY:5d10",,,UNIQUE|CAN_SPEAK|ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|ELDRITCH_HORROR|SMART|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|RES_NETH|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE|S_DEMON|S_UNDEAD|S_KIN|SCARE|CAUSE_3|CAUSE_4|ANIM_DEAD|TELE_AWAY|ACTIVE_TELEPORT|BRAIN_SMASH|CONF,,"人間に良く似た姿をしたハスターの化身。
黄色或いは斑に染め分けた襤褸を纏い、「青白き仮面」をつけている。
襤褸は実際には肉が伸びたものであり、仮面は偽足を隠す為につけている。
好きなような体を伸ばしたり、形を変えたりできる。
戯曲「黄衣のキング」を読むことによって狂気に至った者達（大部分は芸術家た
ち）によって崇拝されている。
（ブリッシュ「月光」）","The King in Yellow is an Avatar of Hastur: ""He has no 
face, and is twice as tall as a man. He wears pointed shoes under 
his tattered, fantastically colored robes, and a streamer of silk 
appears to fall from the pointed tip of his hood. At times he appears 
to be winged; at others, haloed.""




（
）
（）","JZ#
JZ#黄衣の王
JZ#ロバート・Ｗ・チェンバースの一連の作品で言及される戯曲の登場
JZ#人物と思われますが、詳細は不明です。 by 久留さん
JZ#解説は NeSYS さん",,,,
736,736,偉大なる不浄,Great unclean one,U,g,0,-1,DEMON,DEMON,VARIABLE,NONE,1140,ORDINARY,NONE,NONE,63,3,50,24000,0,0,0,0,200,NONE,NONE,8,10,30,150,0,0,20,28,28,28,28,28,28,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:DISEASE:10d10
BITE:ACID:10d10
BITE:POISON:10d10
BITE:CONFUSE:10d10",,,NONLIVING|CAN_SWIM|FORCE_SLEEP|ELDRITCH_HORROR|OPEN_DOOR|BASH_DOOR|SMART|POWERFUL|KILL_BODY|IM_ACID|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|KILL_ITEM|BR_ACID|BR_POIS|BR_NUKE|SCARE|ANIM_DEAD|CAUSE_3|CAUSE_4|S_DEMON|S_UNDEAD,,"この気持ち悪い悪魔は
よろめき歩く腐敗した緑色の肉塊のように見え、
その後には何十もの口から滴る邪悪な臭いのする粘液が跡を引いている。
疫病と腐敗の神<ナーグル>はこのような外道の怪物を作り上げたことを
誇りに思っているに違いない！（TRPG ウォーハンマー）","This disgusting demon resembles a shambling pile of rotting 
green flesh, with dozens of mouths drooling and leaving a 
trail of foul-smelling goo behind. Nurgle must be 
proud of himself for having created this atrocity!



<>
！（TRPG ）",JZ#,,,,
737,737,混沌の王族,Lord of Chaos,p,v,0,-1,CHAOSIAN,CHAOSIAN,VARIABLE,NONE,862,ORDINARY,NONE,NONE,91,5,50,18887161,0,0,870,0,200,NONE,NONE,18,20,30,0,0,0,5,28,28,28,28,28,28,5,178,10,700,2,160,10,500,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"KICK:HURT:20d5
KICK:HURT:20d5
HIT:POISON:20d1
HIT:LOSE_ALL:15d1",,,FORCE_SLEEP|ATTR_MULTI|SHAPECHANGER|ATTR_ANY|INVISIBLE|OPEN_DOOR|BASH_DOOR|SMART|HAS_LITE_2|RES_CHAO|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|HEAL|MIND_BLAST|BA_CHAO|S_MONSTERS|S_DEMON|PSY_SPEAR,,"　元々アンバーの王族による宇宙的構図が生まれるより前に存在していた、より原初の根源たる存在だ。宇宙の原理となったパターンの影響を受けることで同じく人の形を取るようになった。
　アンバーの王族達に面従腹背の姿勢を取る彼等は、現行の宇宙の構図そのものにはひとまず満足はしている。だが、あくまその主導権を担うべきは自分達であるべきと考え、日々策略を繰り広げているのだ。","He is one of the few true masters of the art, being extremely skillful in 
all forms of unarmed combat and controlling the Logrus 
with disdainful ease.

",JZ#,,,,
738,738,東夷『カムル』,Khamul the Easterling,W,D,0,-1,BARBARIAN,BARBARIAN,0x02,PALADIN,861,ORDINARY,DEATH,VARIABLE,53,3,50,22000,0,0,0,0,200,NONE,NONE,2,10,90,100,0,0,10,23,23,23,23,23,23,5,192,5,840,2,192,5,840,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:10d10
HIT:HURT:5d5
TOUCH:EXP_40
TOUCH:EXP_40",,,UNIQUE|NAZGUL|CAN_SPEAK|FORCE_SLEEP|SMART|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|RES_NETH|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE|TELE_LEVEL|BLIND|HOLD|SCARE|CAUSE_3|CAUSE_4|BO_MANA|BA_FIRE|BA_COLD|BA_NETH|ANIM_DEAD|S_UNDEAD|S_KIN,,"東方の戦士の王であるカルムはやっかいな強敵であり、その戦闘能力には恐るべき
ものがある。その姿は邪悪なずる賢さでねじ曲がっている。","A warrior-king of the East.  Khamul is a powerful opponent, his skill in 
combat awesome and his form twisted by evil cunning.

",J0#,,,,
739,739,ティンダロスの猟犬,Hound of Tindalos,Z,s,0,-1,ZEPHYR_HOUND,ZEPHYR_HOUND,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,56,3,50,5000,0,0,0,0,200,NONE,NONE,0,15,30,100,0,0,0,15,12,12,17,11,13,5,165,10,550,3,165,10,550,3,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:TIME:2d12
BITE:TIME:2d12
CLAW:HURT:3d3",,,FORCE_SLEEP|FRIENDS|RES_NETH|RES_TIME|INVISIBLE|PASS_WALL|CAN_FLY|NO_CONF|NO_SLEEP|BLINK|TELE_TO|BR_NETH|BR_TIME,,"恐ろしい姿をした四つ足の不死の動物。
曲がりくねった舌を持ち、青い膿のような臭い嫌らしい粘液をダラダラと垂らし
ている。
体液には酸素などを欠いており、我々の知る生物学とはまったく異質の原理で構
成されている。
宇宙の邪悪の全てが、痩せて飢えきった体に凝縮しているという。
地球の遠い過去、普通の生命体がまだ進化していない時代に住んでいる。
時間の「角」に生息しており、他の生き物が「曲線」を先祖としているのとは違
っている。
人間及び他の生き物の中にある何かを追い求めて、時空を超えて犠牲者を追いか
ける。
時間の「角」と関係する為、部屋の隅などの１２０度以内の角度のある所から出
現する。
まず部屋の隅から煙が生じ、そこから頭が現われ、全体が姿を見せる。
人間が一度でもティンダロスの猟犬と接触すると、猟犬はその人間を何処までも
追いかけてくる。
「やつらはやせて、渇いているんだ... 宇宙の邪悪のすべてが、やつら
のやせて飢えきった体に凝縮していた。いや、やつらに体があったんだ
ろうか。一瞬目にしただけだから、よくわからない」
(フランク・ベルナップ・ロング、大瀧啓裕訳「ティンダロスの猟犬」
『クトゥルー５』、青心社文庫、p.58)","""They are lean and athirst!... All the evil in the universe
was concentrated in their lean, hungry bodies. Or had they 
bodies? I saw them only for a moment, I cannot be certain.""











１２０




... 


(
５p.58)","JZ#
JZ#ティンダロスの猟犬
JZ#フランク・ベルナップ・ロングの「ティンダロスの猟犬」に登場。
JZ#時空の果ての「角」に潜んで獲物を狙う存在です。 by 久留さん
JZ#引用は久留さん、解説は NeSYS さんによる",,,,
740,740,レッサー・クラーケン,Lesser kraken,l,G,0,-1,AQUARIC_MONSTER,AQUARIC_MONSTER,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,54,2,50,421220,100000,775,0,0,200,NONE,NONE,0,10,30,150,0,0,80,23,23,23,23,23,23,5,4311,67,4213560,67,4311,56,4213560,56,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CRUSH:HURT:16d12
CRUSH:HURT:16d12
CRUSH:HURT:16d12
CRUSH:HURT:16d12",,,FORCE_SLEEP|AQUATIC|WILD_OCEAN|BASH_DOOR|POWERFUL|MOVE_BODY|SMART|RES_WATE|IM_ELEC|NO_CONF|NO_SLEEP|IM_POIS|IM_FIRE|RES_DARK|RIDING|BLIND|CONF|SCARE|CAUSE_4|CAUSE_3|BA_WATE|DARKNESS|BR_DARK|TELE_TO,,"とてつもなく強く恐ろしい深海の生き物だ。巨大な蛸に似ていて、
見ただけでその邪悪さが伝わってくる。","An enormously fearsome and powerful inhabitant of the depths. It 
resembles a gargantuan octopus and its evil is almost tangible.

",JZ#,,,,
741,741,アイス・ワイアーム,Great Ice Wyrm,D,w,0,-1,DRAGON,DRAGON,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,56,5,50,15000,0,0,0,0,200,NONE,NONE,3,10,30,170,0,0,80,27,27,27,27,27,27,5,3000,200,22870000,500,3000,200,22870000,500,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CLAW:HURT:4d12
CLAW:HURT:4d12
CLAW:HURT:4d12
BITE:COLD:5d14",,,FORCE_SLEEP|CAN_FLY|AURA_COLD|BASH_DOOR|POWERFUL|MOVE_BODY|IM_COLD|NO_CONF|NO_SLEEP|RIDING|BLIND|CONF|SCARE|BR_COLD,,"恐るべき破壊能力を持った巨大なドラゴンだ。この様な冷気はかつて感じたこと
がないし、この様な冷たい眼差しはかつて見たことがない。素早く逃げないと
恐るべき怒りを呼び覚ましてしまうだろう！","An immense dragon capable of awesome destruction.  You have never felt 
such extreme cold, or witnessed such an icy stare.  Begone quickly or feel 
its wrath!


！",J0#,,,,
742,742,デミリッチ,Demilich,L,U,0,-1,HUMAN,HUMAN,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,54,2,50,540000,80000,776,0,0,200,NONE,NONE,2,10,20,100,0,0,50,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"TOUCH:EXP_VAMP:1d12
TOUCH:UN_POWER
TOUCH:LOSE_DEX:4d12
TOUCH:LOSE_DEX:4d12",,,LICH|FORCE_SLEEP|SMART|RES_TELE|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|CAN_FLY|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|BLINK|TELE_TO|BLIND|HOLD|CONF|SCARE|CAUSE_3|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|S_HI_UNDEAD|S_UNDEAD|FORGET|ACTIVE_TELEPORT|HEAL|ANIM_DEAD,,部分的に非物質化したリッチで、霊的な存在に生まれ変わる過程にある。,"A lich who is partially immaterial, on its way to a new, ethereal form.
",JZ#,,,,
743,743,『火の鳥』,The Phoenix,B,r,0,-1,BIRD,BIRD,0x01,PRIEST,734,ORDINARY,NONE,NONE,86,3,50,10019971,0,0,39120,0,200,NONE,NONE,17,10,60,130,0,0,0,28,28,28,28,28,28,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:FIRE:12d6
BITE:FIRE:12d6
HIT:FIRE:9d12
HIT:FIRE:9d12",,,UNIQUE|CAN_SPEAK|RES_PLAS|AURA_FIRE|SELF_LITE_1|SELF_LITE_2|FORCE_SLEEP|CAN_FLY|RES_LITE|OPEN_DOOR|BASH_DOOR|RIDING|IM_ACID|IM_FIRE|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|BO_FIRE|BO_PLAS|BA_FIRE|BR_FIRE|BR_LITE|BR_PLAS,,"炎の中に住む強力な輝くワシだ。焦がすような熱気は冒険者の鎧を溶かし、
皮膚を炭のようにしてしまう。","A massive glowing eagle bathed in flames.  The searing heat chars your 
skin and melts your armour.

","J0#
J0#
J0#(コメント)
J0# フェニックスという読み方も捨てがたいですが、ま、思い入れのあるこちらを。
J0#",,,,
744,744,ナイトクローラー,Nightcrawler,W,D,0,-1,WRAITH,WRAITH,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,54,4,50,8100,0,0,0,0,200,NONE,NONE,0,10,20,160,0,0,10,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"STING:LOSE_CON:8d8
STING:LOSE_CON:8d8
BITE:ACID:10d10
BITE:ACID:10d10",,,FORCE_SLEEP|SMART|KILL_WALL|CAN_SWIM|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|IM_POIS|RES_DARK|RES_TELE|HURT_LITE|RES_NETH|NO_CONF|NO_SLEEP|BLIND|SCARE|BRAIN_SMASH|BO_MANA|BO_NETH|BA_NETH|BR_NETH|S_UNDEAD,,"この極度に邪悪な生物は巨大なイモムシのような姿をしている。
その胃袋は暗黒の空間のようで、鋼鉄の皮膚からは酸がしたたり落ちている。
この様な存在にはかつて出会ったことはない。それは背筋に響くような
恐ろしげな叫び声をあげる。","This intensely evil creature bears the form of a gargantuan black worm.  
Its gaping maw is a void of blackness, acid drips from its steely hide.  
It is like nothing you have ever seen before, and a terrible chill runs 
down your spine as you face it.



",J0#,,,,
745,745,変幻の魔公,Lord of Change,B,v,0,-1,DEMON,DEMON,VARIABLE,HIGH_MAGE,1137,ORDINARY,CHAOS,NONE,61,3,50,17000,0,0,0,0,200,NONE,NONE,8,20,30,150,0,0,20,28,28,28,28,28,28,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CLAW:CONFUSE:10d10
CLAW:CONFUSE:10d10
BITE:BLIND:12d12",,,ATTR_MULTI|MOVE_BODY|NONLIVING|FORCE_SLEEP|ELDRITCH_HORROR|INVISIBLE|OPEN_DOOR|BASH_DOOR|SMART|POWERFUL|CAN_FLY|RES_CHAO|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|RIDING|MIND_BLAST|BA_CHAO|SCARE|BRAIN_SMASH|DRAIN_MANA|S_HOUND|S_DEMON|S_DRAGON|ACTIVE_TELEPORT|HASTE|CONF|TELE_AWAY|FORGET,,"混沌の魔神<ティーンチ>の最も強力な手下だ。この悪魔は巨大な鳥のようで、
頭部は肉食の猛禽類、羽根は幻想的な虹色に彩られている。
（TRPG ウォーハンマー）","The most powerful of Tzeentch's servitors. This demon looks like 
a huge bird-creature, with the head of a predatory bird and 
fantastically multi-coloured wings. 
<>

（TRPG ）",JZ#,,,,
746,746,禁断の護り手,Keeper of Secrets,H,v,0,-1,DEMON,DEMON,VARIABLE,CHAOS_WARRIOR,1140,ORDINARY,CHAOS,NONE,61,3,50,17000,0,0,0,0,200,NONE,NONE,8,20,30,150,0,0,20,28,28,28,28,28,28,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:CONFUSE:10d10
HIT:TERRIFY:10d10
HIT:BLIND:10d10
HIT:TERRIFY:10d10",,,NONLIVING|CAN_SWIM|FORCE_SLEEP|ELDRITCH_HORROR|OPEN_DOOR|BASH_DOOR|SMART|POWERFUL|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|NO_CONF|RES_CHAO|NO_SLEEP|SCARE|BRAIN_SMASH|DRAIN_MANA|BR_CONF|S_DEMON|S_UNDEAD|ACTIVE_TELEPORT|HEAL|TELE_AWAY,,"禁断の秘密を護るこの悪魔は、余分な腕をもった無毛のミノタウロス
のようで、入墨と鼻輪で身を飾っている。この悪魔は
堕落と快楽の神<スラーネッシュ>の
邪悪な魔法の産物だ。（TRPG ウォーハンマー）","This demonic keeper of forbidden secrets looks like a hairless 
minotaur with extra arms, decorated with tattoos and nose rings. 
It is the embodiment of Slaanesh's perverted magic.


<>
（TRPG ）",JZ#(コメント)訳は 閑丸さん,,,,
747,747,『シュド=メル』,Shudde M'ell,w,s,0,-1,WORM,WORM,0x00,NONE,NONE,ORDINARY,NONE,NONE,54,2,50,23000,0,0,0,0,200,NONE,NONE,8,15,20,90,0,0,20,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CRUSH:SHATTER:55d2
CRUSH:SHATTER:55d2
TOUCH:LOSE_CON:1d2
TOUCH:LOSE_CON:1d2",,,UNIQUE|IM_FIRE|RES_PLAS|IM_COLD|IM_POIS|ELDRITCH_HORROR|RES_TELE|KILL_WALL|CAN_SWIM|RES_DARK|SMART|SCARE|CONF|HOLD|S_DEMON|S_KIN|HEAL|HASTE|FORGET|BRAIN_SMASH|BR_DARK|BR_ACID|BR_DISE,,"クトーニアンの中で最も卓越した、巨大な個体。
最も邪悪な個体であり、クトーニアン達の長であると考えられている。
単体でマグニチュード３．５程度の地震を起こすことが可能であり、
力を合わせることによってより強力な破壊を生じさせることが出来る。
（ラムレイ「地底に棲むもの」）","The most powerful and most evil of all Chthonians. 
""A great gray thing a mile long chanting and exuding strange acids... 
charging through the depths of the earth at a fantastic speed, in a 
dreadful fury... melting basaltic rocks like butter under a blowtorch.""


３．５

（）","JZ#
JZ#シュド＝メル
JZ#ブライアン・ラムレイの「盗まれた眼」などで言及されています。
JZ#クトーニアンたちの主のようです。 by 久留さん
JZ#解説は NeSYS さん",,,,
748,748,手のドルジ,Hand druj,s,y,0,-1,HUMAN,HUMAN,VARIABLE,MAGE,NONE,ORDINARY,NONE,NONE,55,4,50,980000,20000,749,0,0,200,NONE,NONE,2,20,20,110,0,0,10,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,,,,LICH|FORCE_SLEEP|NEVER_MOVE|NEVER_BLOW|RES_TELE|SMART|COLD_BLOOD|CAN_SWIM|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|FEARLESS|TELE_AWAY|BLIND|CONF|SCARE|CAUSE_3|FORGET|DARKNESS|DISPEL,,それは宙に浮かぶ手の骨で、指が滑らかに動く他には身動きをしない。,"A skeletal hand floating in the air, motionless except for its flexing 
fingers.
","J0#
J0#(コメント)
J0# 「ダルージ」という読み方も聞きました。これは字数から「ドルジ」に。
J0#",,,,
749,749,目のドルジ,Eye druj,s,r,0,-1,HUMAN,HUMAN,VARIABLE,MAGE,NONE,ORDINARY,NONE,NONE,55,4,50,980000,50000,750,0,0,200,NONE,NONE,2,20,20,90,0,0,10,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"GAZE:EXP_80
GAZE:EXP_80
GAZE:DR_MANA:5d10
GAZE:DR_MANA:5d10",,,LICH|FORCE_SLEEP|NEVER_MOVE|RES_TELE|SMART|COLD_BLOOD|CAN_SWIM|IM_FIRE|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|FEARLESS|BO_MANA|BO_NETH|BA_NETH|S_UNDEAD,,それは宙に浮かぶ血走った目玉だ。無害だと思ったのも無理はないが…。,"A bloodshot eyeball floating in the air, you'd be forgiven for assuming it 
harmless.
",J0#,,,,
750,750,頭蓋のドルジ,Skull druj,s,o,0,-1,HUMAN,HUMAN,VARIABLE,MAGE,NONE,ORDINARY,NONE,NONE,65,4,50,1123000,0,0,0,0,200,NONE,NONE,3,20,20,120,0,0,10,28,28,28,28,28,28,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"BITE:EXP_80:4d4
BITE:PARALYZE:4d4
BITE:LOSE_INT:4d4
BITE:LOSE_WIS:4d4",,,LICH|FORCE_SLEEP|NEVER_MOVE|RES_TELE|SMART|COLD_BLOOD|CAN_SWIM|IM_FIRE|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|FEARLESS|SELF_LITE_1|SLOW|CAUSE_4|MIND_BLAST|BRAIN_SMASH|TRAPS|BO_PLAS|BO_NETH|BA_WATE|S_UNDEAD,,"それは発光する頭蓋骨で、ソーサラーの力によって動かされている。
動く必要がなく、強力な魔法で攻撃してくるのみである。","A glowing skull possessed by sorcerous power.  It need not move, but 
merely blast you with mighty magic.

",J0#,,,,
751,751,カオス・ボルテックス,Chaos vortex,v,v,0,-1,VORTEX,VORTEX,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,55,1,50,4000,0,0,0,0,200,NONE,NONE,-1,30,100,80,0,0,0,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,,,,ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|NEVER_BLOW|RAND_50|RAND_25|CAN_FLY|EMPTY_MIND|BASH_DOOR|POWERFUL|RES_CHAO|NO_CONF|NO_SLEEP|FEARLESS|NO_STUN|NONLIVING|BR_CHAO,,空虚で実体を持たない破壊的な渦巻きだ。,"Void, nothingness, spinning destructively.
",J0#,,,,
752,752,エーテル・ボルテックス,Aether vortex,v,B,0,-1,VORTEX,VORTEX,VARIABLE,NONE,NONE,ORDINARY,NONE,NONE,55,2,50,4500,0,0,0,0,200,NONE,NONE,-1,20,100,40,0,0,0,23,23,23,23,23,23,5,170,0,600,0,160,0,500,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"ENGULF:ELEC:5d5
ENGULF:FIRE:3d3
ENGULF:ACID:3d3
ENGULF:COLD:3d3",,,ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|CAN_FLY|RAND_50|RAND_25|AURA_COLD|AURA_FIRE|AURA_ELEC|EMPTY_MIND|BASH_DOOR|POWERFUL|SELF_LITE_2|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_LITE|RES_DARK|RES_SOUN|RES_CHAO|RES_NETH|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|RES_PLAS|RES_NEXU|RES_SHAR|NO_CONF|NO_SLEEP|FEARLESS|NO_STUN|NONLIVING|BR_ACID|BR_FIRE|BR_COLD|BR_ELEC|BR_POIS|BR_LITE|BR_DARK|BR_SOUN|BR_CONF|BR_CHAO|BR_NETH|BR_DISE|BR_WALL|BR_INER|BR_TIME|BR_GRAV|BR_PLAS|BR_NEXU|BR_SHAR|BR_NUKE,,純粋に魔力のみでできた恐るべき渦巻きで、辺りに魔力を発散している。,"An awesome vortex of pure magic, power radiates from its frame.
",J0#,,,,
753,753,ヘルドレイク『ニーズホッグ』,Nidhogg the Hel-Drake,D,D,0,-1,DRAGON,DRAGON,0x02,WARRIOR,NONE,ORDINARY,NONE,NONE,54,2,50,25000,0,0,0,0,200,NONE,NONE,7,10,20,133,0,0,70,23,23,23,23,23,23,5,3000,200,22870000,500,3000,200,22870000,500,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"CLAW:LOSE_CON:8d12
CLAW:LOSE_CON:8d12
BITE:EXP_VAMP:8d15
BITE:EXP_VAMP:8d15",,,UNIQUE|CAN_FLY|RES_NETH|RIDING|FORCE_SLEEP|SMART|IM_POIS|BASH_DOOR|POWERFUL|MOVE_BODY|CAN_SPEAK|IM_ACID|IM_FIRE|NO_CONF|NO_SLEEP|IM_COLD|CAUSE_3|BR_NETH|BR_COLD|BR_ACID|BR_POIS|S_DRAGON|S_UNDEAD,,"真夜中よりも黒い龍、おそるべきニーズホッグは地獄の奥底で死者の魂を
貪り喰っている。","In the bowels of Hel, the dread Nidhogg, a dragon blacker than the 
night, feasts on the essences of the dead.

",JZ#,,,,
