"ID","NAME","E_NAME","SYM","COL","RACE1","RACE2","SEX","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","FATHER","MOTHER","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","FLAG","ACTION","AUTHORITY","DESCRIPTION","E_DESCRIPTION","COMMENT",,,,,
773,"狂える芸術家『ブランド』","Brand, the Mad Artist","p","v","AMBERITE","AMBERITE","0x02","MAGE",859,"NONE","TRUMP","CHAOS",99,5,0,43221901,0,0,2064,105,860,"NONE",25,125,100,0,0,28,28,28,28,28,28,175,0,67,0,0,0,0,0,"HIT:UN_BONUS:6d8
HIT:UN_BONUS:6d8
HIT:CONFUSE:5d5
HIT:UN_POWER:5d5",,"84:0:0:100
126:0:0:100","UNIQUE|ATTR_MULTI|CAN_SPEAK|ATTR_ANY|RES_TELE|FORCE_SLEEP|FORCE_MAXHP|DROP_SKELETON|DROP_CORPSE|HAS_LITE_2|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|SMART|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|RES_CHAO","1_IN_2|BLIND|CONF|TPORT|BLINK|BA_FIRE|BA_COLD|DRAIN_MANA|CAUSE_4|BA_ACID|TELE_AWAY|MIND_BLAST|TRAPS|HEAL|HASTE|BRAIN_SMASH|BA_CHAO|BA_DARK|PSY_SPEAR","ORDER3 | CHAOS3","ブランドはアンバーの王子の中でも陰鬱な雰囲気を漂わせた、芸術肌の知恵者だ。
その独創性あふれる芸術の数々はおぞましくも、見る者を捕らえて放さぬ魔性がある。
彼の創造の志向はどす黒く破滅的ですらあるが、
今のところ彼は自分の影や他の宇宙でそれを表現するのみで十分に満足しているようだ。
「ブレイズとぼく自身の両方に似た男。顔かたちは、ちょっと小さいがぼくのも
の。目はぼく、髪はブレイズ。顎ひげはない。緑色の乗馬服を着て、白馬にま
たがり…かれには強さと弱さ、探求と放棄の両方の性格がある。」
（ロジャー・ゼラズニイ、岡部宏之訳「アンバーの九王子」早川書房、p.48）","...a figure both 
like Bleys and (Corwin). (Corwin's) features, though smaller, his eyes, 
Bleys' hair, beardless. He wore a riding suit of green and sat atop a white 
horse... There was a quality of both strength and weakness, questing and 
abandonment about him.







（p.48）","JZ#ブランド。アンバーの九王子の一人。
JZ#失踪していたが、アンバーを支える魔力について
JZ#理解を深めるにしたがい、現存のアンバーを消し、
JZ#自分自身の望む新世界をつくりだすという狂気に
JZ#狩られてコーウィンと対決する。
JZ#(この描写はトランプの絵柄) by 藤岡さん
JZ#Z (コメント)訳は 久留さん
D'ang# D'angの多元宇宙では、全てがアンバーと混沌のみを
D'ang# 起源にしている訳ではないことが幸いして、
D'ang# アンバー前半シリーズのような行為に出ることなく、
D'ang# 他の宇宙を「素材」にしつつも、大人しく自分の芸術にいそしんでいる。
D'ang# とは言え、アンバーの宮廷内で最も暗躍している立場でもあるかも知れない。",,,,,
774,"シャドウ・ロード","Shadowlord","G","b","DEMON","DEMON","0x01","NONE","NONE","NONE",0,0,62,2,0,22500,0,0,0,0,"NONE","NONE",2,120,20,150,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:EXP_80:6d12
HIT:DR_MANA:5d10
HIT:LOSE_STR:4d6
GAZE:TERRIFY:4d6",,,"FORCE_SLEEP|FORCE_MAXHP|SELF_DARK_2|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|INVISIBLE|COLD_BLOOD|TAKE_ITEM|PASS_WALL|CAN_FLY|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|RES_TELE","1_IN_3|HOLD|DRAIN_MANA|BLIND|S_UNDEAD|CONF|SCARE|TELE_TO|TPORT|BRAIN_SMASH|ANIM_DEAD|BA_NETH|DARKNESS|SHRIEK",,"この浮遊する影があなたに忍び寄るにつれ、憎しみと臆病さと虚偽の
オーラがあなたを包み込む。","An aura of hatred, cowardice and falsehood surrounds you as this 
cloaked figure floats towards you.

","JZ#",,,,,
775,"グレーター・クラーケン","Greater kraken","l","G","AQUARIC_MONSTER","AQUARIC_MONSTER","0x01","NONE","NONE","NONE",0,0,63,2,0,670911,0,0,0,0,"NONE","NONE",1,120,30,175,80,28,28,28,28,28,28,7314,76,2449090,40,7314,76,2449090,40,"CRUSH:HURT:15d15
CRUSH:HURT:15d15
CRUSH:HURT:15d15
CRUSH:HURT:15d15",,,"FORCE_SLEEP|FORCE_MAXHP|AQUATIC|WILD_OCEAN|ONLY_ITEM|DROP_3D2|DROP_GOOD|BASH_DOOR|POWERFUL|MOVE_BODY|SMART|RES_WATE|RES_DARK|IM_ELEC|NO_CONF|NO_SLEEP|IM_POIS|IM_FIRE|RIDING","1_IN_6|BLIND|CONF|SCARE|CAUSE_4|CAUSE_3|TELE_TO|TELE_AWAY|BA_WATE|DARKNESS|BR_DARK|BR_ACID|BR_POIS",,"とてつもなく強く恐ろしい深海の生き物だ。巨大な蛸に似ていて、
見ただけでその邪悪さが伝わってくる。","An enormously fearsome and powerful inhabitant of the depths. It 
resembles a gargantuan octopus and its evil is almost tangible.

","JZ#",,,,,
776,"アーチリッチ","Archlich","L","B","HUMAN","HUMAN","0x01","MAGE","NONE","NONE",0,0,64,2,0,2800000,0,0,0,0,"NONE","NONE",6,120,20,120,50,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"TOUCH:EXP_VAMP:1d16
TOUCH:UN_POWER
TOUCH:LOSE_DEX:8d12
TOUCH:LOSE_DEX:8d12",,,"LICH|FORCE_SLEEP|FORCE_MAXHP|SMART|RES_TELE|CAN_FLY|ONLY_ITEM|DROP_4D2|DROP_1D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|PASS_WALL|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP","1_IN_3|BLINK|TELE_TO|BLIND|HOLD|CONF|SCARE|CAUSE_3|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|S_HI_UNDEAD|S_UNDEAD|FORGET|TPORT|HEAL|S_KIN|S_DEMON|BA_NETH|ANIM_DEAD|DISPEL",,"進化の最終段階に達したリッチで、完全に非物質化している。","A lich who has reached its ultimate evolutionary stage: a completely 
immaterial state.
","JZ#",,,,,
777,"猫の女神『バスト』","Bast, Goddess of Cats","f","o","FELINE","FELINE","0x01","NONE","NONE","NONE",0,0,62,3,0,30500,0,0,0,0,"NONE","NONE",9,130,100,200,0,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:CONFUSE:12d12
TOUCH:LOSE_DEX:2d12
HIT:BLIND:10d5
HIT:PARALYZE:15d1",,,"UNIQUE|CAN_SPEAK|FORCE_SLEEP|FORCE_MAXHP|ESCORT|ESCORTS|ONLY_ITEM|DROP_4D2|DROP_GOOD|INVISIBLE|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|IM_POIS|NO_CONF|NO_SLEEP","1_IN_3|TELE_TO|HEAL|S_KIN",,"「美しさ－冷静さ－超然とした態度－落ち着き－尊大さ－飼い慣らし得ない
支配者的風格－静かに滑るように歩む猫。このような完全無欠さ半分でも
備えた生き物がほかにいるだろうか？」","""Beauty -- coolness -- aloofness -- philosophical repose -- 
self-sufficiency -- untamed mastery -- what else can we find 
these things with even half the perfection and completeness 
that mark their incarnation in the peerless and softly gliding 
cat?""


？","JZ#
JZ#猫の女神バスト
JZ#元来は古代エジプトで広く信仰を集めた女神ですが、ロバート・
JZ#ブロックの「猫神ブバスティス」で言及された事からクトゥルフ
JZ#神話に組み込まれました。 by 久留さん",,,,,
778,"ジャバーウォック","Jabberwock","H","R","QUADRUPED","QUADRUPED","0x01","NONE","NONE","NONE",0,0,65,4,0,19000,0,0,0,0,"NONE","NONE",2,130,35,125,255,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CLAW:HURT:10d10
CLAW:HURT:10d10
BITE:HURT:10d10
BITE:HURT:10d10",,,"ATTR_MULTI|FORCE_SLEEP|FORCE_MAXHP|RES_TELE|ONLY_ITEM|DROP_60|DROP_90|BASH_DOOR|CAN_FLY|DROP_CORPSE|RIDING|RES_CHAO","1_IN_5|CAUSE_4|BR_CHAO",,"「わが子よ，ジャバーウォックに油断するなかれ！
食らいつくその顎，かきむしるその爪！」","""Beware the Jabberwock, my son! The jaws that bite, the claws that catch!""
，！
，！","JZ#",,,,,
779,"カオス・ハウンド","Chaos hound","Z","v","ZEPHYR_HOUND","ZEPHYR_HOUND","0x01","NONE","NONE","NONE",0,0,44,1,0,2200,0,0,0,0,"NONE","NONE",-1,120,30,100,0,15,12,12,17,11,13,165,10,55,3,165,10,55,3,"BITE:HURT:2d12
BITE:HURT:2d12
BITE:HURT:2d12
CLAW:HURT:3d3",,,"ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|FRIENDS|BASH_DOOR|RES_CHAO|NO_CONF|NO_SLEEP","1_IN_5|BR_CHAO",,"絶えずその姿を変化させる犬のようなモンスターで、争乱と混乱を渇望しているか
のように冒険者に突進してくる。それは戦闘に関してカミカゼ精神を持っていること
は明らかだ。目に見えるその姿は常に疑わしいものがある。","A constantly changing canine form, this hound rushes towards you as if 
expecting mayhem and chaos ahead.  It appears to have an almost kamikaze 
relish for combat.  You suspect all may not be as it seems.


","J0#",,,,,
780,"闇貴公子『ヴラド』","Vlad Dracula, Prince of Darkness","V","b","HUMAN","HUMAN","0x02","WARRIOR_MAGE","NONE","NONE",0,0,63,4,0,1698912,0,0,0,0,"NONE","NONE",3,130,20,166,10,28,28,28,28,28,28,192,0,85,0,0,0,0,0,"BITE:EXP_VAMP:8d8
BITE:EXP_VAMP:8d8
HIT:CONFUSE:8d8
HIT:CONFUSE:8d8",,,"UNIQUE|VAMPIRE|FORCE_SLEEP|FORCE_MAXHP|SMART|CAN_SPEAK|CAN_FLY|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|REGENERATE|RES_NETH|RES_DARK|IM_COLD|IM_POIS|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE","1_IN_3|BLIND|HOLD|SCARE|CAUSE_3|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|BA_NETH|S_KIN|DARKNESS|BA_DARK",,"ヴァンパイアの中で最も恐れられている、闇の貴公子その人である。","The most feared of all vampires, the Prince of Darkness himself.
","JZ#暗黒の公子ヴラド・ドラキュラ
JZ#ブラム・ストーカーの「吸血鬼ドラキュラ」で有名になった吸血鬼
JZ#ですね。
JZ#“ヴラド・ドラキュラ”という呼び方はあまり見かけませんが…… by 久留さん
JZ#名前は閑丸さんによる",,,,,
781,"究極ビホルダー","Ultimate beholder","e","o","FLOATING_EYE","FLOATING_EYE","0x01","NONE","NONE","NONE",0,0,66,4,0,18000,0,0,0,0,"NONE","NONE",3,120,30,80,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"GAZE:EXP_40:2d5
GAZE:LOSE_INT:2d6
GAZE:UN_POWER:2d6
GAZE:DR_MANA:5d10",,,"FORCE_SLEEP|FORCE_MAXHP|RES_TELE|CAN_FLY|BASH_DOOR|SMART|DROP_CORPSE|IM_POIS|NO_CONF|NO_SLEEP","1_IN_2|BLIND|CONF|SCARE|DRAIN_MANA|MIND_BLAST|FORGET|DARKNESS|BO_ACID|BO_FIRE|BO_COLD|S_KIN|BO_MANA|DISPEL",,"柄のついた１２個の小さい目に囲まれた目玉だ。ビホルダーの巣の女王
であり、普通のビホルダーよりはるかに強力だ。","A disembodied eye, surrounded by twelve smaller eyes on stalks. 
This is a beholder hive-mother, far more powerful than normal 
beholders.
１２
","JZ#",,,,,
782,"リヴァイアサン","Leviathan","D","b","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,76,3,0,28000,0,0,0,0,"NONE","NONE",2,125,40,180,30,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"BITE:FIRE:5d12
BITE:FIRE:5d12
CRUSH:HURT:6d15
CRUSH:HURT:6d15",,,"FORCE_SLEEP|FORCE_MAXHP|AQUATIC|WILD_OCEAN|IM_FIRE|IM_ACID|IM_COLD|IM_POIS|RES_WATE|RES_DARK|NO_CONF|NO_SLEEP|NO_FEAR|DROP_CORPSE|RIDING","1_IN_9|BR_FIRE|BR_ACID|BR_DARK|S_DRAGON|S_HYDRA|HEAL|CONF|DARKNESS",,"巨大な悪の海龍だ。","An enormous, evil sea-dragon.
","JZ#",,,,,
783,"カオス・ワイアーム","Great Wyrm of Chaos","D","v","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,67,2,0,25000,0,0,0,0,"NONE","NONE",15,120,40,170,20,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:5d12
CLAW:HURT:5d12
CLAW:HURT:6d12
BITE:HURT:8d14",,,"ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|FORCE_MAXHP|RES_CHAO|RES_DISE|DROP_CORPSE|ONLY_ITEM|DROP_2D2|DROP_4D2|DROP_GOOD|BASH_DOOR|POWERFUL|MOVE_BODY|CAN_FLY|NO_CONF|NO_SLEEP|RIDING","1_IN_3|BLIND|CONF|SCARE|BR_CHAO|BR_DISE|S_DRAGON",,"刻々とその姿を変化させる屈強なドラゴンだ。見る度に、美しかったり
汚らわしかったりする。なんとか現実の姿を現そうとしているが、その体は
カオスの力でゆがんでいる。正にその存在自体が回りの世界をゆがめている。","A massive dragon of changing form.  As you watch, it appears first fair 
and then foul.  Its body is twisted by chaotic forces as it strives to 
stay real.  Its very existence distorts the universe around it.


","J0#",,,,,
784,"ロー・ワイアーム","Great Wyrm of Law","D","W","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,67,2,0,25000,0,0,0,0,"NONE","NONE",15,120,40,170,255,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:5d12
CLAW:HURT:5d12
CLAW:HURT:6d12
BITE:HURT:8d14",,,"FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|ONLY_ITEM|DROP_2D2|DROP_4D2|DROP_GOOD|BASH_DOOR|POWERFUL|MOVE_BODY|CAN_FLY|RES_SOUN|RES_SHAR|NO_CONF|NO_SLEEP|RIDING","1_IN_3|BLIND|CONF|SCARE|BR_SOUN|BR_SHAR|S_DRAGON",,"高い知性を持った屈強なドラゴンだ。それは全世界を支配することを望んでおり、
他の生命体を軽蔑しきっている。それは自分に従わない者はすべて足下に
踏みつぶされるべき単なる虫けらだと思っている。","A massive dragon of powerful intellect.  It seeks to dominate the universe 
and despises all other life.  It sees all who do not obey it as mere 
insects to be crushed underfoot.


","J0#",,,,,
785,"バランス・ワイアーム","Great Wyrm of Balance","D","s","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,72,4,0,31000,0,0,0,0,"NONE","NONE",15,120,40,170,255,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:5d12
CLAW:HURT:5d12
CLAW:HURT:6d12
BITE:HURT:8d14",,,"ATTR_MULTI|ATTR_ANY|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|RES_SOUN|RES_SHAR|BASH_DOOR|POWERFUL|MOVE_BODY|RES_CHAO|RES_DISE|NO_CONF|NO_SLEEP|RIDING","1_IN_3|BLIND|CONF|SCARE|BR_SOUN|BR_CHAO|BR_SHAR|BR_DISE|S_DRAGON|S_HI_DRAGON",,"屈強なドラゴンで、最強のドラゴン王のうちの一匹だ。それは何千年も生き続けて
おり、宇宙のバランスを維持することを求め続けている。それは冒険者のことを、
自分の行動も律することのできない生意気な厄介者と見ており、なんとしても
葬り去ろうとしている。","A massive dragon, it is thousands of 
years old and seeks to maintain the Cosmic Balance.  It sees you as an 
upstart troublemaker without the wisdom to control your actions. 



","J0#",,,,,
786,"シャンブラー","Shambler","E","W","ELEMENTAL","ELEMENTAL","0x01","NONE","NONE","NONE",0,0,67,4,0,22500,0,0,0,0,"NONE","NONE",2,130,40,150,50,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CLAW:HURT:3d12
CLAW:HURT:3d12
CRUSH:HURT:8d12
CRUSH:HURT:8d12",,,"FORCE_SLEEP|FORCE_MAXHP|RES_TELE|ONLY_ITEM|DROP_1D2|DROP_GOOD|CAN_SWIM|DROP_CORPSE|BASH_DOOR|OPEN_DOOR|POWERFUL|MOVE_BODY|NO_CONF|NO_SLEEP","1_IN_3|BR_ELEC",,"このエレメンタルは力の化身だ。巨大な北極熊に似ていて、頭があるべき
場所には大きな口が開いている。","This elemental creature is power incarnate; it looks like a huge polar bear 
with a huge gaping maw instead of a head.

","JZ#",,,,,
787,"眠りの主『ヒュプノス』","Hypnos, Lord of Sleep","P","G","GREAT_OLD_ONE","GREAT_OLD_ONE","0x02","NONE","NONE","NONE",0,0,67,2,0,36000,0,0,0,0,"NONE","NONE",12,130,20,150,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"TOUCH:LOSE_ALL:2d25
GAZE:PARALYZE:1d20
GAZE:TERRIFY:1d20
GAZE:BLIND:1d20",,,"UNIQUE|CAN_SPEAK|ATTR_MULTI|RES_DISE|RES_NEXU|RES_CHAO|RES_INER|CAN_FLY|FORCE_SLEEP|FORCE_MAXHP|SMART|DROP_CORPSE|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|NO_SLEEP|NO_CONF|NO_STUN|IM_POIS|IM_COLD|IM_FIRE|IM_ACID","1_IN_3|BR_NEXU|BR_CHAO|HOLD|SLOW|BR_INER|BA_NUKE|MIND_BLAST|BRAIN_SMASH|CONF|BLIND|TELE_TO|HEAL|TELE_AWAY|TELE_LEVEL|TPORT|S_UNDEAD|S_DEMON|DRAIN_MANA",,"若く引き締まった、ギリシア彫刻のような男性の姿をしており、
ふさふさとした波打つ巻き毛にヒナゲシの冠を載せている。
しかし、真の姿は最悪の悪夢のように歪んで恐ろしいものであるという。
眠りの神であり、現世とドリームランドの間に縛り付けられている。
もし彼のすぐ側を通り過ぎてしまったり、注意を引きつけてしまった場合、
その者はヒプノスによってもっとふさわしい形に変形させられてしまう。
どんな姿に変えられるかはヒプノスにまかされてしまい、
その後は永久的にヒプノスと共にそこに住み続けることになる。
「時を超越した若さ。美事なあごヒゲ。笑う美しい唇。オリュンポスの
額。そして、波打ち芥子色をした濃い巻き髪」
(Ｈ・Ｐ・ラヴクラフト、根本政信訳「ヒプノス」
『真ク・リトル・リトル神話大系５』、国書刊行会、p.115)","""Young with the youth that is outside time, and with a beauteous
bearded face, curved, smiling lips, Olympian brow; and dense locks 
waving and poppy-crowned.""










(ＨＰ
５p.115)","JZ#
JZ#眠りの主ヒュプノス
JZ#元来はギリシア神話の眠りの神ですが、Ｈ・Ｐ・ラヴクラフトの
JZ#「ヒュプノス」で言及された事からクトゥルフ神話に組み込まれ
JZ#ました。 by 久留さん
JZ#解説は NeSYS さん、引用は久留さんによる。",,,,,
788,"『グラーキ』","Glaaki","l","g","GREAT_OLD_ONE","GREAT_OLD_ONE","0x00","NONE","NONE","NONE",0,0,67,2,0,36000,0,0,0,0,"NONE","NONE",7,130,20,150,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"STING:HURT:20d1
STING:DISEASE:20d1
CRUSH:HURT:3d20",,,"UNIQUE|CAN_SPEAK|ATTR_MULTI|ELDRITCH_HORROR|RES_NEXU|RES_WATE|CAN_SWIM|REGENERATE|FORCE_SLEEP|FORCE_MAXHP|SMART|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|NO_SLEEP|NO_CONF|NO_STUN|IM_POIS|IM_COLD|IM_ACID","1_IN_5|BA_WATE|S_HYDRA|S_DRAGON|S_DEMON|SCARE|BLIND|CONF|CAUSE_4|BR_POIS",,"「楕円形の体から、無数の細い尖ったトゲが突き出ている。トゲはいろ
いろな色の入り交じった金属製である。楕円のとがっていない方の端に、
厚い唇のついた丸い口がついていて、その口がちょうど顔のまん中に
あたる。フワフワしたスポンジのような顔である。顔からは３本の細い
茎が出ていて、その先に黄色い目がついている。体の下側には、白い
三角形のものがたくさんついている。多分移動するために使う足のよう
なものであろう。体の直径は一番狭いところで10フィートぐらい...」
(Ｊ・ラムジー・キャンベル、「湖の住人」
『クトゥルフ・コンパニオン』サプリメント編、ホビージャパン、p.10)
催眠術的な夢を送る「夢引き」によって犠牲者をおびき出し、自らの奴隷に仕立
て上げようとしている。
「夢引き」によっておびき出された犠牲者は、グラーキの体に生えている刺によ
って突き刺される。
刺は抜け落ちて犠牲者の体に入り、毒液を分泌する。
死に至った犠牲者はグラーキの従者と化してしまう。","""From an oval body protruded countless thin, pointed spines of 
multi-colored metal; at the more rounded end of the oval a 
circular, thick-lipped mouth formed the center of a spongy 
face, from which rose three yellow eyes on thin stalks. Around 
the underside of the body were many white pyramids, presumably 
used for locomotion. The diameter of the body must have been 
at least ten feet at its least wide...""



３


10...
(Ｊ
p.10)





","JZ#
JZ#グラーキ
JZ#クトゥルフ神話に登場しますが、詳細は不明です（「グラーキの
JZ#黙示録」という書名はしばしば言及されます）。 by 久留さん
JZ#引用は久留さん、解説は NeSYS さんによる",,,,,
789,"ごまかしの名手『ブレイズ』","Bleys, Master of Manipulation","p","U","AMBERITE","AMBERITE","0x02","RED_MAGE",859,"NONE",0,0,98,1,0,48293029,0,0,2072,113,860,"NONE",24,130,100,0,50,28,28,28,28,28,28,183,0,75,0,183,0,75,0,"HIT:HURT:8d15
HIT:HURT:8d15
TOUCH:EAT_ITEM",,,"UNIQUE|CAN_SPEAK|RES_TELE|DROP_CORPSE|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|NO_CONF|NO_SLEEP|DROP_SKELETON|DROP_4D2|DROP_1D2|DROP_GOOD|DROP_60|DROP_90|ONLY_ITEM|IM_FIRE|IM_ELEC|SMART|REGENERATE|OPEN_DOOR|BASH_DOOR","1_IN_3|SCARE|BLIND|CONF|TPORT|BLINK|TELE_AWAY|TELE_TO|TELE_LEVEL|BA_COLD|BA_FIRE|TRAPS|MIND_BLAST|S_MONSTERS",,"この狡猾なアンバーの王子は陰謀の名人だ。
「真っ赤な顎ひげ、燃えるような頭髪の男。赤とオレンジの、主として絹の衣裳。
右手に剣、左手にワインのグラス。…目の奥に、悪魔そのものが踊っている。
華奢な顎だが、顎ひけがそれを隠している。その剣には、精巧な金色の線条細
工の象眼がある。右手には大きな二つの指輪、左手にも一つ。順に、エメラル
ド、ルビー、サファイアのもの。」
（ロジャー・ゼラズニイ、岡部宏之訳「アンバーの九王子」早川書房、p.48）","This cunning Amberite is the master of subtle ploys. ""...a fiery bearded, 
flame-crowned man, dressed all in red and orange, mainly of silk stuff, 
and he held a sword in his right hand and a glass of wine in his left, 
and the devil himself danced behind his eyes... His chin was light, but the 
beard covered it. His sword was inlaid with an elaborate filigree of a 
golden color. He wore two huge rings on his right hand and one on his 
left: an emerald, a ruby, and a sapphire, respectively.""






（p.48）","JZ#
JZ#ブレイズ。九王子の一人。コーウィンの兄であり
JZ#コーウィンとともに軍勢をひきいて
JZ#エリックが治めるアンバーを攻めるが敗退する。
JZ#(この描写はトランプの絵柄) by 藤岡さん
JZ#(コメント)訳は 久留さん",,,,,
790,"万色ワイアーム","Great Wyrm of Many Colours","D","v","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,68,4,0,31000,0,0,0,0,"NONE","NONE",16,120,40,170,255,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:6d12
CLAW:HURT:6d12
CLAW:HURT:6d12
BITE:HURT:9d14",,,"ATTR_MULTI|CAN_FLY|FORCE_SLEEP|FORCE_MAXHP|AURA_FIRE|AURA_ELEC|RES_TELE|IM_FIRE|IM_ACID|IM_POIS|IM_COLD|IM_ELEC|AURA_COLD|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|BASH_DOOR|POWERFUL|MOVE_BODY|DROP_CORPSE|NO_CONF|NO_SLEEP|RIDING|SELF_LITE_2","1_IN_3|BR_POIS|BR_ELEC|BR_ACID|BR_FIRE|BR_COLD|CONF|SCARE|BLIND",,"巨大なドラゴンで、その鱗は様々な色に輝いている。","A huge dragon whose scales shimmer in myriad hues.
","JZ#",,,,,
791,"女魔術師『フィオナ』","Fiona, the Sorceress","p","y","AMBERITE","AMBERITE","0x01","MAGE",859,"NONE","TRUMP","CHAOS",98,1,0,45123108,0,0,2091,123,860,"NONE",24,130,100,0,50,28,28,28,28,28,28,161,0,51,0,161,0,51,0,"HIT:POISON:8d15
HIT:POISON:8d15
TOUCH:LOSE_CHR
TOUCH:LOSE_CON",,"70:0:0:100","UNIQUE|CAN_SPEAK|ONLY_ITEM|RES_CHAO|RES_TELE|DROP_CORPSE|DROP_SKELETON|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|NO_CONF|NO_SLEEP|DROP_4D2|DROP_1D2|DROP_GOOD|DROP_60|DROP_90|IM_POIS|IM_ELEC|SMART|REGENERATE|OPEN_DOOR|BASH_DOOR","1_IN_3|SCARE|BLIND|CONF|TPORT|BLINK|TELE_AWAY|TELE_TO|TRAPS|CAUSE_4|BA_POIS|S_DEMON|S_MONSTERS|PSY_SPEAR",,"彼女は美しく、また危険な存在でもある。「…フィオナの事はとても好きだ。
彼女は間違いなく全てのアンバーの王族の中で一番愛らしく、気品がある。」","She is beautiful and deadly. ""...I have always been very fond of Fiona. 
She is certainly the loveliest, most civilized of (all Amberites).""

","JZ#
JZ#フィオナ。愛称ファイ。アンバーの王女。
JZ#魔力も強く、ブランドの異常な能力にいち早く気付き、
JZ#策略を練る。 by 藤岡さん",,,,,
